c,zeta
1e-05,-151.49577520233683
1.0974987654930568e-05,-150.5370155540039
1.2045035402587812e-05,-149.56394099707947
1.3219411484660286e-05,-148.57646195269672
1.4508287784959402e-05,-147.57443505046703
1.5922827933410938e-05,-146.5576629388364
1.747528400007683e-05,-145.52589431376518
1.917910261672489e-05,-144.47882417765788
2.104904144512022e-05,-143.41609435035144
2.310129700083158e-05,-142.3372942636315
2.5353644939701114e-05,-141.2419620799582
2.782559402207126e-05,-140.12958618457588
3.053855508833412e-05,-138.99960710760283
3.351602650938841e-05,-137.85141993870968
3.678379771828634e-05,-136.6843773010893
4.037017258596558e-05,-135.49779295315346
4.430621457583878e-05,-134.290946085177
4.8626015800653536e-05,-133.06308637341175
5.3366992312063123e-05,-131.81343984543568
5.8570208180566735e-05,-130.54121559725974
6.428073117284319e-05,-129.24561338458346
7.054802310718646e-05,-127.92583208749106
7.742636826811278e-05,-126.58107901989504
8.497534359086438e-05,-125.21058002271374
9.326033468832199e-05,-123.81359024397317
0.00010235310218990269,-122.38940547116576
0.00011233240329780277,-120.93737384304897
0.0001232846739442066,-119.45690773188876
0.00013530477745798074,-117.9474955554418
0.0001484968262254465,-116.40871325336687
0.00016297508346206434,-114.84023514784633
0.0001788649529057435,-113.24184390517156
0.00019630406500402724,-111.61343932551523
0.00021544346900318845,-109.95504571285583
0.00023644894126454073,-108.26681761572922
0.00025950242113997375,-106.54904378081375
0.0002848035868435802,-104.80214922281401
0.00031257158496882353,-103.02669538230239
0.0003430469286314919,-101.22337841407388
0.00037649358067924713,-99.39302571778641
0.00041320124001153384,-97.53659088597742
0.00045348785081285824,-95.65514729816856
0.0004977023564332114,-93.74988063076856
0.0005462277217684342,-91.82208057892397
0.0005994842503189409,-89.87313209759158
0.0006579332246575682,-87.9045064652541
0.0007220809018385471,-85.9177524562073
0.0007924828983539178,-83.91448787827595
0.0008697490026177834,-81.89639169477206
0.0009545484566618347,-79.8651969052265
0.001047615752789665,-77.82268431168134
0.0011497569953977367,-75.77067724857706
0.0012618568830660211,-73.7110373066251
0.0013848863713938732,-71.6456610361341
0.0015199110829529348,-69.57647757423499
0.0016681005372000592,-67.5054471040146
0.0018307382802953698,-65.43456002208991
0.002009233002565048,-63.36583666469642
0.0022051307399030455,-61.30132742083588
0.0024201282647943836,-59.24311304425268
0.0026560877829466868,-57.19330496384298
0.0029150530628251786,-55.15404538445334
0.0031992671377973846,-53.12750696696667
0.0035111917342151347,-51.11589187827793
0.0038535285937105314,-49.1214300085885
0.0042292428743894986,-47.146376165818324
0.004641588833612782,-45.19300607535518
0.0050941380148163806,-43.26361103827716
0.005590810182512228,-41.36049113292977
0.006135907273413176,-39.48594688339016
0.006734150657750828,-37.64226936363751
0.007390722033525783,-35.831728757445305
0.008111308307896872,-34.05656144986041
0.008902150854450393,-32.31895578482878
0.009770099572992257,-30.621036682722426
0.010722672220103242,-28.9648493684231
0.011768119524349991,-27.352342512172786
0.01291549665014884,-25.785351128450152
0.014174741629268062,-24.265579609781856
0.015556761439304723,-22.794585290176723
0.01707352647470692,-21.37376293512621
0.018738174228603847,-20.004330541121313
0.020565123083486535,-18.68731679779464
0.022570197196339216,-17.423550521627703
0.024770763559917114,-16.213652314191634
0.02718588242732943,-15.05802863346275
0.029836472402833405,-13.956868397703197
0.032745491628777317,-12.91014217168932
0.03593813663804629,-11.917603918457806
0.0394420605943766,-10.97879523939949
0.043287612810830614,-10.09305197382473
0.04750810162102798,-9.259512987451986
0.0521400828799969,-8.477130948012888
0.0572236765935022,-7.744684864773583
0.0628029144183426,-7.0607941559173675
0.06892612104349702,-6.423934001602325
0.07564633275546291,-5.832451739009632
0.08302175681319753,-5.284584056860979
0.09111627561154896,-4.778474749018948
0.1,-4.312192788799537
