D,F/R
4.074389271189027,441.1875071179487
4.3617764298079305,403.33346081228257
4.649163588426832,368.03784254654727
4.936550747045736,335.3327012761021
5.223937905664638,305.1483389043824
5.5113250642835405,277.387453938157
5.798712222902443,251.9006073174362
6.086099381521347,228.53658529380945
6.37348654014025,207.14798293507477
6.660873698759152,187.5804543093626
6.948260857378055,169.69464458424082
7.235648015996958,153.35992142078874
7.523035174615861,138.44319279290133
7.810422333234764,124.83283162253191
8.097809491853667,112.41957601899695
8.385196650472569,101.10426346287854
8.672583809091472,90.79483096827985
8.959970967710376,81.40652769804461
9.247358126329278,72.86142556821434
9.53474528494818,65.08786134394829
9.822132443567083,58.0200599385797
10.109519602185985,51.59761401134427
10.396906760804889,45.765081283770606
10.68429391942379,40.470652928902794
10.971681078042696,35.66971746403874
11.259068236661598,31.31834041032856
11.5464553952805,27.377301776843275
11.833842553899403,23.810558417911352
12.121229712518307,20.585382421418917
12.408616871137207,17.671489765922768
12.69600402975611,15.041255342039182
12.983391188375014,12.669391341008309
13.270778346993916,10.532757409322612
13.55816550561282,8.610056530908281
13.845552664231723,6.8822078224951
14.132939822850627,5.3313688225508225
14.420326981469527,3.94137249975697
14.70771414008843,2.697451849625405
14.995101298707333,1.5861238648667868
15.282488457326238,0.595082693300314
15.56987561594514,-0.28689870575898346
15.857262774564044,-1.0700590718207466
16.144649933182944,-1.7637321041939216
16.43203709180185,-2.376423031351047
16.719424250420754,-2.9158789986281044
17.006811409039653,-3.389153747257431
17.294198567658555,-3.8026670229669253
17.58158572627746,-4.162259120341361
17.868972884896362,-4.473240939522516
18.156360043515264,-4.740439904439028
