frac_A,frac_ads
0.0001,0.00024996250562415637
0.005357894736842106,0.013287943736392261
0.01061578947368421,0.026123491455792108
0.015873684210526314,0.03876128395467912
0.02113157894736842,0.05120585647055822
0.02638947368421053,0.06346160661398031
0.03164736842105263,0.07553279954979288
0.03690526315789474,0.08742357294606969
0.04216315789473685,0.0991379417027817
0.047421052631578954,0.11067980247156231
0.05267894736842106,0.12205293797725521
0.05793684210526316,0.13326102115131325
0.06319473684210526,0.14430761908653653
0.06845263157894738,0.15519619682209354
0.07371052631578948,0.1659301209672642
0.07896842105263159,0.17651266317186343
0.08422631578947369,0.18694700345086204
0.08948421052631579,0.19723623337030113
0.0947421052631579,0.20738335910120434
0.1,0.2173913043478261
0.11,0.23605150214592277
0.1563157894736842,0.3165636324877425
0.20263157894736844,0.38849646821392536
0.24894736842105264,0.4531519448170147
0.29526315789473684,0.5115812511398872
0.34157894736842104,0.564642422133287
0.3878947368421053,0.6130427549492597
0.4342105263157895,0.6573705179282868
0.4805263157894737,0.6981189784370699
0.5268421052631579,0.7357048361017198
0.5731578947368421,0.7704825244092259
0.6194736842105263,0.8027554221797845
0.6657894736842106,0.8327847267939434
0.7121052631578948,0.8607965389998729
0.758421052631579,0.8869875661701342
0.8047368421052632,0.9115297484201741
0.8510526315789474,0.9345740376835049
0.8973684210526316,0.9562535053280987
0.9436842105263158,0.9766859134982024
0.99,0.9959758551307847
