c,zeta
1e-05,-128.48762989810515
1.0974987654930568e-05,-127.77575488339996
1.2045035402587812e-05,-127.04688884443807
1.3219411484660286e-05,-126.30165043445717
1.4508287784959402e-05,-125.54065977367165
1.5922827933410938e-05,-124.76453281052504
1.747528400007683e-05,-123.9738763525183
1.917910261672489e-05,-123.16928378170296
2.104904144512022e-05,-122.35133144909858
2.310129700083158e-05,-121.52057572524467
2.5353644939701114e-05,-120.67755067086964
2.782559402207126e-05,-119.8227662820274
3.053855508833412e-05,-118.95670725772554
3.351602650938841e-05,-118.07983223458996
3.678379771828634e-05,-117.19257343200894
4.037017258596558e-05,-116.29533665204188
4.430621457583878e-05,-115.38850158063903
4.8626015800653536e-05,-114.4724223400723
5.3366992312063123e-05,-113.54742824650208
5.8570208180566735e-05,-112.61382473104564
6.428073117284319e-05,-111.67189438730631
7.054802310718646e-05,-110.72189811289618
7.742636826811278e-05,-109.76407631689298
8.497534359086438e-05,-108.79865016931834
9.326033468832199e-05,-107.82582287255308
0.00010235310218990269,-106.84578093806824
0.00011233240329780277,-105.85869545494874
0.0001232846739442066,-104.86472333941089
0.00013530477745798074,-103.8640085568857
0.0001484968262254465,-102.85668331027998
0.00016297508346206434,-101.84286918974996
0.0001788649529057435,-100.82267828078076
0.00019630406500402724,-99.7962142285646
0.00021544346900318845,-98.76357325765406
0.00023644894126454073,-97.72484514666239
0.00025950242113997375,-96.68011415840789
0.0002848035868435802,-95.62945992638821
0.00031257158496882353,-94.57295829883856
0.0003430469286314919,-93.51068214189146
0.00037649358067924713,-92.4427021035462
0.00041320124001153384,-91.36908734026623
0.00045348785081285824,-90.28990620808668
0.0004977023564332114,-89.20522692013101
0.0005462277217684342,-88.11511817241956
0.0005994842503189409,-87.01964973980557
0.0006579332246575682,-85.91889304382198
0.0007220809018385471,-84.81292169414093
0.0007924828983539178,-83.70181200527719
0.0008697490026177834,-82.58564349008677
0.0009545484566618347,-81.46449933153777
0.001047615752789665,-80.33846683417238
0.0011497569953977367,-79.20763785662794
0.0012618568830660211,-78.07210922656094
0.0013848863713938732,-76.93198313931543
0.0015199110829529348,-75.78736754171051
0.0016681005372000592,-74.63837650238646
0.0018307382802953698,-73.48513057026497
0.002009233002565048,-72.32775712284275
0.0022051307399030455,-71.16639070625999
0.0024201282647943836,-70.0011733693787
0.0026560877829466868,-68.83225499446874
0.0029150530628251786,-67.65979362755087
0.0031992671377973846,-66.483955811983
0.0035111917342151347,-65.3049169295147
0.0038535285937105314,-64.12286155376802
0.0042292428743894986,-62.93798382194349
0.004641588833612782,-61.75048783148759
0.0050941380148163806,-60.56058806948452
0.005590810182512228,-59.368509883637834
0.006135907273413176,-58.17449000485875
0.006734150657750828,-56.97877713263414
0.007390722033525783,-55.7816325954668
0.008111308307896872,-54.58333109967826
0.008902150854450393,-53.3841615806599
0.009770099572992257,-52.184428171130165
0.010722672220103242,-50.98445130096523
0.011768119524349991,-49.784568942554316
0.01291549665014884,-48.58513801419496
0.014174741629268062,-47.38653595158218
0.015556761439304723,-46.18916245372767
0.01707352647470692,-44.99344140445092
0.018738174228603847,-43.799822963696066
0.020565123083486535,-42.60878581417336
0.022570197196339216,-41.420839538093674
0.024770763559917114,-40.23652708604388
0.02718588242732943,-39.05642728547655
0.029836472402833405,-37.881157320155424
0.032745491628777317,-36.71137509474152
0.03593813663804629,-35.547781381284395
0.0394420605943766,-34.39112162773052
0.043287612810830614,-33.24218729395315
0.04750810162102798,-32.101816569733444
0.0521400828799969,-30.970894323203805
0.0572236765935022,-29.850351129130893
0.0628029144183426,-28.74116123556466
0.06892612104349702,-27.644339345968085
0.07564633275546291,-26.560936122604662
0.08302175681319753,-25.492032355618754
0.09111627561154896,-24.438731789955906
0.1,-23.4021526571672
