D,F/R
3.952481519365343,3428.2739516333554
4.824073371359238,2890.407774526614
5.695665223353133,2471.4394604989684
6.567257075347029,2136.7150734718307
7.438848927340924,1863.8005518614298
8.310440779334819,1637.5988454741118
9.182032631328715,1447.5736799798187
10.053624483322611,1286.1381544300084
10.925216335316508,1147.6827704793238
11.7968081873104,1027.966304728229
12.668400039304295,923.7204414174862
13.539991891298191,832.3850443784016
14.411583743292088,751.9260171180215
15.283175595285982,680.7069590431423
16.154767447279877,617.396817326694
17.02635929927377,560.9022004550152
17.89795115126767,510.31695277572726
18.76954300326156,464.88403526704394
19.64113485525546,423.96632153091747
20.512726707249357,387.02399394450504
21.38431855924325,353.59681269063384
22.25591041123715,323.29011248905056
23.127502263231044,295.76362502487876
23.999094115224935,270.7224950257185
24.87068596721883,247.91000059142908
25.742277819212724,227.10177202079848
26.613869671206622,208.10027846968467
27.485461523200517,190.73180003485254
28.35705337519441,174.84240483695714
29.22864522718831,160.29534334993392
30.100237079182207,146.96871615114918
30.971828931176102,134.75351118631886
31.843420783169996,123.55194540412305
32.71501263516389,113.27630763374277
33.586604487157786,103.84671822931101
34.458196339151684,95.1917365357874
35.329788191145575,87.24634425207638
36.20138004313948,79.95148933705302
37.072971895133364,73.2534334696847
37.94456374712727,67.1031866712631
38.81615559912115,61.45601566262756
39.68774745111505,56.27101505675485
40.55933930310895,51.510731665094
41.43093115510284,47.140834472450415
42.30252300709674,43.129823686023585
43.17411485909063,39.44877233869849
44.045706711084534,36.0710989269081
44.917298563078425,32.97232521363415
45.78889041507232,30.130040833365246
46.660482267066214,27.522824167936868
