frac_A,frac_ads
0.0001,0.012433963191944343
0.005357894736842106,0.4041065827710723
0.01061578947368421,0.5746107984286082
0.015873684210526314,0.6700336142491833
0.02113157894736842,0.7310192578449198
0.02638947368421053,0.7733601307283893
0.03164736842105263,0.8044727573014699
0.03690526315789474,0.8283006322661044
0.04216315789473685,0.8471341139462822
0.047421052631578954,0.8623945069818731
0.05267894736842106,0.8750105417096296
0.05793684210526316,0.8856147464351996
0.06319473684210526,0.8946528128589194
0.06845263157894738,0.9024478370800564
0.07371052631578948,0.9092397600764319
0.07896842105263159,0.9152105024756501
0.08422631578947369,0.9205005022496101
0.08948421052631579,0.9252199009382213
0.0947421052631579,0.92945629532913
0.1,0.9332802249753056
0.11,0.9396126232412673
0.1563157894736842,0.9588901465198799
0.20263157894736844,0.9696900755329726
0.24894736842105264,0.9765966481591901
0.29526315789473684,0.9813936595343226
0.34157894736842104,0.9849195818121639
0.3878947368421053,0.9876205219953631
0.4342105263157895,0.989755694417316
0.4805263157894737,0.9914860133039385
0.5268421052631579,0.9929166547601403
0.5731578947368421,0.9941192669516516
0.6194736842105263,0.9951443439780404
0.6657894736842106,1.655409525901672
0.7121052631578948,0.9967989158817046
0.758421052631579,0.9974762213845569
0.8047368421052632,0.9980763317320375
0.8510526315789474,0.9986117327455681
0.8973684210526316,0.9990923553252098
0.9436842105263158,0.9995261971492893
0.99,0.9999197712619422
