c,zeta
1e-05,-140.31786091963113
1.0974987654930568e-05,-139.4536279734199
1.2045035402587812e-05,-138.57281170011026
1.3219411484660286e-05,-137.67558065339384
1.4508287784959402e-05,-136.7620519496303
1.5922827933410938e-05,-135.83228885158064
1.747528400007683e-05,-134.8862988391322
1.917910261672489e-05,-133.9240321396635
2.104904144512022e-05,-132.94538069732874
2.310129700083158e-05,-131.95017756889413
2.5353644939701114e-05,-130.9381967432958
2.782559402207126e-05,-129.90915339240092
3.053855508833412e-05,-128.86270457107287
3.351602650938841e-05,-127.79845039510737
3.678379771828634e-05,-126.71593573548076
4.037017258596558e-05,-125.61465247608733
4.430621457583878e-05,-124.49404238926577
4.8626015800653536e-05,-123.35350068829564
5.3366992312063123e-05,-122.19238031813013
5.8570208180566735e-05,-121.00999704426819
6.428073117284319e-05,-119.80563539425921
7.054802310718646e-05,-118.57855549633854
7.742636826811278e-05,-117.328000844635
8.497534359086438e-05,-116.05320700005274
9.326033468832199e-05,-114.75341121025461
0.00010235310218990269,-113.42786290153067
0.00011233240329780277,-112.07583496042022
0.0001232846739442066,-110.69663568497751
0.00013530477745798074,-109.28962124619711
0.0001484968262254465,-107.85420846144436
0.00016297508346206434,-106.38988764628371
0.0001788649529057435,-104.89623528155661
0.00019630406500402724,-103.37292621169382
0.00021544346900318845,-101.81974508054452
0.00023644894126454073,-100.236596714513
0.00025950242113997375,-98.62351518073834
0.0002848035868435802,-96.9806712807048
0.00031257158496882353,-95.3083782861697
0.0003430469286314919,-93.6070957825825
0.00037649358067924713,-91.87743155218233
0.00041320124001153384,-90.12014150075163
0.00045348785081285824,-88.33612770413157
0.0004977023564332114,-86.52643471855825
0.0005462277217684342,-84.6922443583944
0.0005994842503189409,-82.83486919239577
0.0006579332246575682,-80.95574504268805
0.0007220809018385471,-79.05642278773831
0.0007924828983539178,-77.13855977157607
0.0008697490026177834,-75.20391110724512
0.0009545484566618347,-73.25432113477326
0.001047615752789665,-71.29171525531628
0.0011497569953977367,-69.31809231643746
0.0012618568830660211,-67.3355176716898
0.0013848863713938732,-65.34611698365535
0.0015199110829529348,-63.35207078589323
0.0016681005372000592,-61.35560976805287
0.0018307382802953698,-59.35901070142094
0.002009233002565048,-57.364592880704336
0.0022051307399030455,-55.37471492285009
0.0024201282647943836,-53.39177173580678
0.0026560877829466868,-51.41819144981003
0.0029150530628251786,-49.45643209134183
0.0031992671377973846,-47.50897777565477
0.0035111917342151347,-45.57833419788271
0.0038535285937105314,-43.66702321549277
0.0042292428743894986,-41.77757633628671
0.004641588833612782,-39.91252695632235
0.0050941380148163806,-38.07440123078733
0.005590810182512228,-36.265707507440474
0.006135907273413176,-34.488924305819054
0.006734150657750828,-32.74648688452541
0.007390722033525783,-31.040772501600838
0.008111308307896872,-29.374084536809562
0.008902150854450393,-27.748635706683153
0.009770099572992257,-26.16653066026684
0.010722672220103242,-24.629748292428793
0.011768119524349991,-23.140124149322908
0.01291549665014884,-21.69933332457139
0.014174741629268062,-20.308874253178907
0.015556761439304723,-18.97005380224322
0.01707352647470692,-17.683974033461755
0.018738174228603847,-16.451520973599088
0.020565123083486535,-15.273355677855672
0.022570197196339216,-14.149907810613286
0.024770763559917114,-13.081371901940132
0.02718588242732943,-12.06770637025902
0.029836472402833405,-11.108635335149364
0.032745491628777317,-10.20365318225202
0.03593813663804629,-9.352031786684684
0.0394420605943766,-8.552830253343915
0.043287612810830614,-7.804906992110182
0.04750810162102798,-7.106933912620622
0.0521400828799969,-6.457412495760377
0.0572236765935022,-5.854691475905453
0.0628029144183426,-5.296985847959097
0.06892612104349702,-4.782396895477986
0.07564633275546291,-75.01212546797319
0.08302175681319753,-74.98405257886171
0.09111627561154896,-73.44935322313398
0.1,-3.11442208355213
