D,F/R_pH_low,F/R_pH_mid,F/R_pH_high
0.1,1686.1343425272623,2464.2108535086104,3411.1419106824083
0.2,1727.3876595881152,2473.4417913573216,3375.4548462687517
0.3,1770.6773462374706,2492.817744356845,3361.461318359108
0.4,1808.8781477042696,2511.040634682844,3351.987839926644
0.5,1841.2678346250923,2526.065719609801,3343.01681211885
0.6,1868.0299281215398,2537.2919783431885,3332.8601622376086
0.7,1889.7604111481623,2544.886044651945,3321.059160959606
0.7999999999999999,1907.0926095241498,2549.1859972165803,3307.540344379634
0.8999999999999999,1920.62417100216,2550.5903485825206,3292.4158232335867
0.9999999999999999,1930.8866724963145,2549.4869015902214,3275.8637353675545
1.0999999999999999,1938.3418516743948,2546.2269682707743,3258.079042774641
1.2,1943.3866496216685,2541.121061806096,3239.2513226075744
1.3,1946.357947620792,2534.439819671105,3219.5546865382726
1.4000000000000001,1947.5500355595937,2526.417379559613,3199.1447116417826
1.5000000000000002,1947.2076424098846,2517.2552915567603,3178.159271265526
1.6000000000000003,1945.5415164648143,2507.126705747264,3156.7138789504543
1.7000000000000004,1942.7319348271408,2496.1803766056687,3134.9108948449652
1.8000000000000005,1938.93359249027,2484.541831498737,3112.838532037009
1.9000000000000006,1934.2795953992702,2472.322532233761,3090.5715319213327
2.0000000000000004,1928.8845547204244,2459.6169455336685,3068.175367231276
2.1000000000000005,1922.847705275339,2446.5062608728226,3045.7062260289313
2.2000000000000006,1916.255803683148,2433.0602616171604,3023.2118884216784
2.3000000000000007,1909.1841398635668,2419.339011851689,3000.732736793652
2.400000000000001,1901.6981100952653,2405.394574218948,2978.30276124469
2.500000000000001,1893.8546729068325,2391.2720292227646,2955.9506696622307
2.600000000000001,1885.7034878502338,2377.010508010446,2933.7006123867677
2.700000000000001,1877.2878987481708,2362.6436260430496,2911.5727016256596
2.800000000000001,1868.6458505028515,2348.201651118809,2889.5840398666355
2.9000000000000012,1859.8107120452596,2333.7111822051297,2867.7479518853506
3.0000000000000013,1850.8112739262772,2319.1952606925306,2846.0773683229936
3.1000000000000014,1841.670204436201,2304.673750210543,2824.583740670464
3.2000000000000015,1832.4199892028073,2290.163677604018,2803.276371414705
3.3000000000000016,1823.0764573388706,2275.6796184484674,2782.1693439422274
3.4000000000000017,1813.6573930585532,2261.234127057919,2761.255816762853
3.5000000000000018,1804.17837369741,2246.8378507852794,2740.543469088975
3.6000000000000014,1794.653486449855,2232.497678326039,2720.0360495696964
3.7000000000000015,1785.0954584706706,2218.225157837112,2699.7347963858924
3.8000000000000016,1775.5150096237733,2204.0282203426445,2679.6420958564945
3.9000000000000017,1765.9224406583628,2189.9134502235447,2659.760377365956
4.000000000000002,1756.3270082872286,2175.886209940444,2640.091022657993
4.100000000000002,1746.736983754126,2161.9507780172926,2620.634460394155
