D,F/R_pH_low,F/R_pH_mid,F/R_pH_high
0.1,2428.526401016651,3387.642299854959,4539.834723541615
0.2,2447.2769589400896,3361.2781418231993,4451.0107887333
0.3,2474.25087683635,3354.687079534918,4398.330874774911
0.4,2498.602785964606,3351.1508480538855,4356.69326862322
0.5,2518.61803104467,3346.982301213334,4319.669362557829
0.6,2533.940624955396,3340.7384568915863,4284.257901152274
0.7,2544.9216759217625,3332.1449660592,4249.305148171639
0.7999999999999999,2552.03997302631,3321.268949575251,4214.292715367919
0.8999999999999999,2555.8026219287167,3308.330972790762,4179.037345827421
0.9999999999999999,2556.68214120302,3293.593753863157,4143.507842114302
1.0999999999999999,2555.096585819864,3277.318869337759,4107.743877755037
1.2,2551.4095340611107,3259.748841222569,4071.8156215802583
1.3,2545.934171324626,3241.100216239627,4035.8024270449746
1.4000000000000001,2538.9390186922533,3221.5628492815704,3999.7829665081845
1.5000000000000002,2530.653614832025,3201.3025056680794,3963.8290282018515
1.6000000000000003,2521.274048241879,3180.457538299933,3928.0042375236912
1.7000000000000004,2510.967992616553,3159.149140505976,3892.370439347465
1.8000000000000005,2499.8766719593373,3137.4811406252306,3856.964991360259
1.9000000000000006,2488.1246457219686,3115.5412984068394,3821.8318609007097
2.0000000000000004,2475.8173657287025,3093.405998315722,3787.006010876007
2.1000000000000005,2463.045280642978,3071.140618166958,3752.51644161924
2.2000000000000006,2449.886014640962,3048.8007128625336,3718.3864248282594
2.3000000000000007,2436.406300805293,3026.433270259541,3684.6340714977937
2.400000000000001,2422.6638979075015,3004.077915038809,3651.2730552892244
2.500000000000001,2408.708770873192,2981.768180304597,3618.313589209182
2.600000000000001,2394.5842548931996,2959.5323635112823,3585.762798969501
2.700000000000001,2380.3275965081157,2937.3941532704685,3553.6251125342487
2.800000000000001,2365.9722108246497,2915.3737467257156,3521.903248461422
2.9000000000000012,2351.547433375458,2893.4871533054525,3490.596887171244
3.0000000000000013,2337.078692083229,2871.7496421048045,3459.70729695264
3.1000000000000014,2322.587937791415,2850.1747060691278,3429.235151269949
3.2000000000000015,2308.0940277079317,2828.773433815815,3399.1795995217453
3.3000000000000016,2293.6131467557316,2807.5614825201915,3369.5383298165457
3.4000000000000017,2279.159267872977,2786.5333723635085,3340.318854995935
3.5000000000000018,2264.7442915872907,2765.6979990182235,3311.4928210897137
3.6000000000000014,2250.376216369872,2745.0601816940934,3283.0658357852963
3.7000000000000015,2236.0675769463523,2724.6221034579817,3255.0310798606806
3.8000000000000016,2221.8271811632376,2704.386990289865,3227.3843374250905
3.9000000000000017,2207.6623946716027,2684.358018066013,3200.1218682570443
4.000000000000002,2193.5792772341288,2664.537231551435,3173.2390377578527
4.100000000000002,2179.582730787489,2644.9256489534255,3146.730421785604
