D,F/R_pH_low,F/R_pH_mid,F/R_pH_high
0.1,2624.0702604562466,3418.131737714589,4191.714216919206
0.2,2627.1684944104886,3384.0405642637966,4117.353795796138
0.3,2641.7678340308926,3370.977578096234,4074.450839106028
0.4,2655.99412276656,3362.140549306443,4040.914829607129
0.5,2667.504188305561,3353.6817987746194,4011.0947896621956
0.6,2675.602910431292,3343.950524938861,3982.366247686035
0.7,2680.361177691055,3332.5195412426215,3953.735395161694
0.7999999999999999,2682.0588270099856,3319.3271478397023,3924.770048436362
0.8999999999999999,2681.052371519102,3304.496964574008,3895.3331782455757
0.9999999999999999,2677.697936057785,3288.2112216398755,3865.4205883698155
1.0999999999999999,2672.323046070791,3270.671235642388,3835.089106329995
1.2,2665.219836942575,3252.06628815928,3804.4207873975697
1.3,2656.643444857667,3232.5723460998456,3773.504052799097
1.4000000000000001,2646.815726513214,3212.3464993657954,3742.424943819142
1.5000000000000002,2635.928006710847,3191.52695113928,3711.2620740915013
1.6000000000000003,2624.145069672138,3170.2338128210017,3680.0888624260165
1.7000000000000004,2611.6092231664275,3148.570756419017,3648.9604111590133
1.8000000000000005,2598.438864073061,3126.6269639752145,3617.9324648856423
1.9000000000000006,2584.7409147818494,3104.478356106449,3587.0496154094144
2.0000000000000004,2570.605417828904,3082.1894830862466,3556.351459694637
2.1000000000000005,2556.1098733091535,3059.816359357833,3525.8715549732965
2.2000000000000006,2541.320857656336,3037.4060088777096,3495.63766265067
2.3000000000000007,2526.2955574553366,3015.0034741329196,3465.6723014051213
2.400000000000001,2511.0833062551355,2992.6399653553085,3435.9934159063437
2.500000000000001,2495.726852620563,2970.3445906601573,3406.6152745356403
2.600000000000001,2480.2632839624357,2948.142050678506,3377.548965765065
2.700000000000001,2464.7243004821466,2926.0530504700746,3348.8027045395825
2.800000000000001,2449.1382038554516,2904.0965923598405,3320.3828222537763
2.9000000000000012,2433.5301830113135,2882.2887974659275,3292.2925741478007
3.0000000000000013,2417.9219444329187,2860.6429955040903,3264.5361229298987
3.1000000000000014,2402.3322184306608,2839.169974355578,3237.1170207449018
3.2000000000000015,2386.7770117405507,2817.8783029320284,3210.0372314608303
3.3000000000000016,2371.269931589141,2796.7747440694725,3183.3055859881406
3.4000000000000017,2355.8225233043436,2775.8646966980155,3156.9058185624885
3.5000000000000018,2340.445359207715,2755.152247751435,3130.8403963319415
3.6000000000000014,2325.1426447398994,2734.6352597618297,3105.1075673137934
3.7000000000000015,2309.9259241065033,2714.3240795604484,3079.703050029668
3.8000000000000016,2294.802530460851,2694.219926685372,3054.6245068814383
3.9000000000000017,2279.77847485677,2674.324320098908,3029.8701189802537
4.000000000000002,2264.858603921723,2654.637744126285,3005.43718239243
4.100000000000002,2250.0467017755723,2635.1599060761914,2981.322182119179
4.200000000000002,2235.3457421366115,2615.8903736831116,2957.5208984325736
4.3000000000000025,2220.758397796837,2596.8284114031376,2934.028456979123
4.400000000000002,2206.2869024106867,2577.9730282428477,2910.839571979582
4.500000000000003,2191.9324208490443,2559.3218227885795,2887.948999806787
4.600000000000002,2177.6960431359003,2540.8732696859065,2865.350706586261
4.700000000000002,2163.579723392611,2522.6269495147126,2843.0398552288407
4.8000000000000025,2149.5850247724698,2504.5819223639787,2821.0128342097833
4.900000000000002,2135.7129513602945,2486.7366972204477,2799.2663536566415
5.000000000000003,2121.963749788626,2469.088951981108,2777.7962959377573
6.000000000000003,1991.1571081615568,2302.9490087127474,2577.2930265828572
7.000000000000003,1871.9749538229055,2153.939458673466,2399.6613594277414
8.000000000000002,1763.3380824042397,2019.771726837,2241.2911007876155
9.000000000000004,1664.0789387150535,1898.420427552888,2099.2353937293597
10.000000000000004,1573.1168818742208,1788.1723436235116,1971.1019741847995
11.000000000000004,1489.4964307256503,1687.5899930777844,1854.9424736523008
12.000000000000005,1412.38914449053,1595.4691018113626,1749.158383274616
13.000000000000005,1341.0807748697011,1510.7969422716044,1652.4268942205135
14.000000000000007,1274.955638316539,1432.7170465636075,1563.6441807900678
15.000000000000005,1213.4816801916886,1360.5007263196833,1481.8814188511467
16.000000000000004,1156.1975410550754,1293.5242341526532,1406.3512158699841
17.000000000000004,1102.7012367356372,1231.2502726167247,1336.3812542826004
18.000000000000004,1052.6411519648898,1173.21369214645,1271.3938341140188
19.0,1005.7083577593379,1119.0093585357442,1210.889712972936
20.0,961.6303020725092,1068.2828248123035,1154.434696261108
21.0,920.1655631448458,1020.7225516617965,1101.6496013450408
22.0,881.0994376366615,976.0534167118179,1052.2015394571847
22.999999999999996,844.2404289490947,934.0316156802835,1005.7969668628292
23.999999999999996,809.4170456682599,894.4403333899332,962.1760827109208
24.999999999999996,776.4751858788821,857.0857909896621,921.1079190907325
25.999999999999993,745.276188139239,821.7944684904484,882.3865781725839
26.999999999999993,715.6946322709949,788.4104001584936,845.827917010262
27.999999999999993,687.6169235797172,756.7930613346898,811.2664244868218
28.999999999999993,660.9399495541654,726.8154478759907,778.5531407641414
29.99999999999999,635.569819138674,698.3624340007254,747.5537784363319
30.999999999999993,611.4208472054154,671.3293992326019,718.146552600394
31.999999999999996,588.4146430492335,645.6211387364531,690.2208673877443
33.0,566.4795305439387,621.1508534069843,663.6765607806832
34.0,545.549530879227,597.8389623856156,638.4218429521
35.0,525.5639757667379,575.6126322693316,614.3730432027376
36.00000000000001,506.46703506541087,554.405097096918,591.4535222780861
37.00000000000001,488.20721166681307,534.1547233875795,569.5929768270621
38.00000000000001,470.7367547322117,514.8047829927277,548.726791524345
39.000000000000014,454.01151024821223,496.3031133452292,528.7954667789036
40.000000000000014,437.9905287252201,478.60124737616536,509.74412996511984
41.000000000000014,422.635767373967,461.6543512181129,491.5220842345566
42.00000000000002,407.91184590564643,445.42088518450197,474.0822979466618
43.00000000000002,393.7858111146076,429.8622596992029,457.3814882878471
44.00000000000002,380.22693181168756,414.942580305153,441.37926139476934
45.00000000000003,367.2065138872499,400.628409088082,426.038087646518
46.00000000000003,354.6977298869946,386.8885722005949,411.3230284303185
47.00000000000003,342.6754742314744,373.69396404714365,397.20154337335975
48.000000000000036,331.1162252128426,361.0173936012173,383.64332513888706
49.000000000000036,319.9978330221849,348.83329746221233,370.62013388265945
50.000000000000036,309.29970170179416,337.1179553462932,358.10537431959955
51.00000000000004,299.00233597685934,325.8489901314863,346.07415838322106
52.00000000000004,289.08736894807424,315.0053384133295,334.50326363277384
53.00000000000004,279.53755689187454,304.5672627246949,323.3709186032395
54.00000000000005,270.33662485688336,294.5162149695159,312.6565442483136
55.00000000000005,261.46922646885884,284.834696478082,302.3408691001571
56.00000000000005,252.9208719032127,275.50608815425613,292.40574813316755
57.00000000000006,244.67779966100608,266.5150442464434,282.8340484495195
58.00000000000006,236.72712973276057,257.84687210674866,273.6096677608414
59.00000000000006,229.0566148661559,249.487575874487,264.7174512586814
60.000000000000064,221.65458768705057,241.42406806093032,256.1428839171458
61.00000000000006,214.510027601811,233.64400382361458,247.87250988790728
62.00000000000005,207.61244905009028,226.135548729045,239.8934824068763
63.00000000000005,200.95197262089115,218.8875641231316,232.19357370946736
64.00000000000004,194.519235759621,211.88946419064212,224.7612987934512
65.00000000000004,188.30519313183584,205.13121203313426,217.58567707077648
66.00000000000003,182.30133530532788,198.60322264548924,210.65630282310772
67.00000000000003,176.49954210899233,192.29648514357606,203.9634472248288
68.00000000000003,170.8920794846082,186.20237326183843,197.49769026900734
69.00000000000003,165.4715766347699,180.31259803600454,191.25005252101897
70.00000000000001,160.23100257559534,174.61937194346459,185.21217623901984
71.00000000000001,155.1636569553887,169.11532472562007,179.37596293661625
72.00000000000001,150.26309496800323,163.79326836516304,173.73371265527032
73.0,145.52323613734694,158.64643595983924,168.27811103365096
74.0,140.93821337128875,153.66834694892046,163.00215758121342
75.0,136.50249585677304,148.85282028252055,157.89917526426598
75.99999999999999,132.21069211713967,144.19394690379286,152.96285651648347
76.99999999999999,128.0576806774108,139.68601926827398,148.18707039550404
77.99999999999999,124.03853685934692,135.32370250585973,143.56601782165768
78.99999999999999,120.14858040988581,131.10179210484893,139.0941558763398
79.99999999999997,116.38332637786509,127.01536106139298,134.7661043195805
80.99999999999997,112.73842378894821,123.05966042033356,130.57681690757934
81.99999999999997,109.20974165976132,119.23010913776116,126.52145473047611
82.99999999999996,105.79330508065318,115.52235654714485,122.59528484904574
83.99999999999996,102.48528996384407,111.93222359852828,118.79383951150255
84.99999999999996,99.28201222622714,108.45566187162716,115.11283856895187
85.99999999999994,96.17992360208328,105.08883509962503,111.54814496136152
