D,F/R_pH_low,F/R_pH_mid,F/R_pH_high
0.1,5474.769893132631,7421.750107311403,9596.136332986205
0.2,4935.045257441631,6656.925006127995,8556.159669528335
0.3,4569.616189707641,6137.484834587084,7852.55662307769
0.4,4281.787177730887,5728.811325858566,7301.301113636126
0.5,4041.924567662651,5389.297154007079,6845.514578304961
0.6,3833.8071108555782,5096.0021925161445,6453.723985222876
0.7,3648.8800706081515,4836.682794189369,6109.057819991647
0.7999999999999999,3481.6831876019487,4603.446474634285,5800.578674192328
0.8999999999999999,3328.654102134017,4391.086459993871,5521.040390283525
0.9999999999999999,3187.2939789032043,4195.916475904699,5265.2899334481535
1.0999999999999999,3055.789672396826,4015.2391248980393,5029.5429702234205
1.2,2932.784533093585,3847.020688386583,4810.936894738938
1.3,2817.2067644414615,3689.6496983527695,4607.194031004373
1.4000000000000001,2708.2220688651396,3541.863874672422,4416.557842326692
1.5000000000000002,2605.156051314999,3402.6398509391393,4237.556904893669
1.6000000000000003,2507.4413445741466,3271.117849800622,4068.987348633141
1.7000000000000004,2414.6056350976073,3146.581418227131,3909.8391996397204
1.8000000000000005,2326.2468295490753,3028.4213233641917,3759.2549663604036
1.9000000000000006,2242.017359113557,2916.110934383994,3616.4952341121093
2.0000000000000004,2161.6146687803907,2809.1980115053966,3480.925970613281
2.1000000000000005,2084.7705456496624,2707.2760706308486,3351.9737629224983
2.2000000000000006,2011.2471747410393,2609.990800182703,3229.163593985701
2.3000000000000007,1940.8411898223876,2517.037814836102,3112.0533219695812
2.400000000000001,1873.3580761135477,2428.1292631671135,3000.2508053578595
2.500000000000001,1808.6446770119446,2343.036007173864,2893.4390778480733
2.600000000000001,1746.5125703363622,2261.4860108023654,2791.2467505139184
2.700000000000001,1686.8274982638636,2183.2815775794393,2693.3779906605173
2.800000000000001,1629.4574403783245,2108.230559470743,2599.643912427957
2.9000000000000012,1574.3032603722831,2036.186705195931,2509.770460701462
3.0000000000000013,1521.2425016740845,1966.9747166227753,2423.5448472592793
3.1000000000000014,1470.172632510423,1900.4473303000311,2340.7687215359515
3.2000000000000015,1420.9965584094782,1836.4659383218218,2261.2553811922644
3.3000000000000016,1373.6255437875511,1774.904247243304,2184.835548041942
3.4000000000000017,1327.978119233967,1715.6456111358825,2111.352500838393
3.5000000000000018,1283.9846638842407,1658.5941217323546,2040.6781476315982
3.6000000000000014,1241.5613405391546,1603.6300344437775,1972.6543149244744
3.7000000000000015,1200.6333221965178,1550.6500988379898,1907.1443652707167
3.8000000000000016,1161.1298656546549,1499.556130410458,1844.018867293337
3.9000000000000017,1123.0022879420453,1450.279816238124,1783.1874270707017
4.000000000000002,1086.2164280418428,1402.7974164361176,1724.616866172857
4.100000000000002,1050.717327679508,1356.9574287451628,1668.1108841958785
4.200000000000002,1016.4179131604718,1312.7182710708564,1613.6148264091623
4.3000000000000025,983.2886132174505,1270.0128032928205,1561.036365610957
4.400000000000002,951.2883540896613,1228.7853526690242,1510.3168912781096
4.500000000000003,920.3515531075595,1188.9473980246323,1461.3287989456296
4.600000000000002,890.4549790692857,1150.4665895241756,1414.0341534522727
4.700000000000002,861.562607713374,1113.2939256538007,1368.3696368110568
4.8000000000000025,833.630915719881,1077.3712118280619,1324.260564765662
4.900000000000002,806.6247069451246,1042.6508795919692,1281.6458761270233
5.000000000000003,780.5065045638169,1009.082907627963,1240.461635227626
6.000000000000003,561.9138186835344,728.4484436955544,896.6814599973086
7.000000000000003,404.1851550931752,526.0633990069327,649.123484344038
8.000000000000002,289.88952516927674,379.24262311496483,469.51011947545237
9.000000000000004,206.9557090177225,272.4666771593105,338.72516244737517
10.000000000000004,146.8157425656978,194.80067499073937,243.40605539498588
11.000000000000004,103.28826074885427,138.3837414657397,173.99070184289607
12.000000000000005,71.87360210049675,97.49837306453122,123.5380729199375
13.000000000000005,49.28141060224584,67.95922358157183,86.96747716479439
14.000000000000007,33.10245186404679,46.6948387610885,60.54574994892554
15.000000000000005,21.57375163896616,31.451126654820367,41.52759891613144
16.000000000000004,13.407726527232516,20.57656491266107,27.896704251803968
17.000000000000004,7.665931447299574,12.863551263240087,18.174883019258523
18.000000000000004,3.665926803086622,7.431112442157635,11.280988826636362
19.0,0.9128658640638498,3.6384550651988907,6.426669864098319
20.0,-0.9509867452716408,1.020927025033901,3.0388817937087955
21.0,-2.183775107619717,-0.7577908660708469,0.7018864639909088
22.0,-2.9711788650889837,-1.9403697698587405,-0.8849921711021494
22.999999999999996,-3.4464085691010955,-2.701493386012759,-1.9387148304108723
23.999999999999996,-3.7047552800634627,-3.166585756300342,-2.6154557480410108
24.999999999999996,-3.8141502303651675,-3.4254393527390237,-3.0273402325010466
25.999999999999993,-3.822840628420161,-3.542148015416974,-3.2546636487854674
26.999999999999993,-3.7649334013871836,-3.562292873092398,-3.3547452213421898
27.999999999999993,-3.6644050637668952,-3.5181553294866745,-3.368364853478276
28.999999999999993,-3.5379892446926333,-3.4324765002677577,-3.3244114810357432
29.99999999999999,-3.3972572781936208,-3.321169935527417,-3.243244319058904
30.999999999999993,-3.250116146774772,-3.1952819361054203,-3.139124326544821
31.999999999999996,-3.101881988548334,-3.0623976689823036,-3.021961423956488
33.0,-2.956046727548936,-2.9276488594324523,-2.8985670561300743
34.0,-2.8148179449886106,-2.794426450714634,-2.7735442249935436
35.0,-2.6795206704859127,-2.6649111601934075,-2.6499504649199555
36.00000000000001,-2.5508684680936202,-2.5404344100775114,-2.5297500367697934
37.00000000000001,-2.4291617366194203,-2.421743065559261,-2.4141467752995798
38.00000000000001,-2.314425676403188,-2.3091845721679722,-2.3038182692503804
39.000000000000014,-2.2065075835803367,-2.20283899801856,-2.1990830065908265
40.000000000000014,-2.1051442402101355,-2.102611269135407,-2.100018111151046
41.000000000000014,-2.01000843891748,-2.008295570596124,-2.00654211288025
42.00000000000002,-1.9207407597670005,-1.9196201206090633,-1.9184729931358824
43.00000000000002,-1.836970737870997,-1.836277773690285,-1.835568454280053
44.00000000000002,-1.7583308630355727,-1.7579467449045167,-1.757553575583948
45.00000000000003,-1.684465296264508,-1.6843041966957886,-1.684139306128363
